"NameOfStation";"Line";"Year";"Quarter";"IncomingPassengers";"OutgoingPassengers";"global_id";
"Станция метрополитена";"Линия";"Год";"Квартал";"Входы пассажиров";"Выходы пассажиров";"global_id";
"Шелепиха";"Московское центральное кольцо";"2021";"I квартал";"557562";"614452";"1139049637";
"Народное Ополчение";"Большая кольцевая линия";"2021";"II квартал";"796268";"772015";"1139049640";
"Битцевский парк";"Бутовская линия Лёгкого метро";"2021";"II квартал";"268111";"208437";"1139049642";
"Бульвар адмирала Ушакова";"Бутовская линия Лёгкого метро";"2021";"II квартал";"768890";"764304";"1139049643";
"Бунинская аллея";"Бутовская линия Лёгкого метро";"2021";"II квартал";"1600773";"1571625";"1139049644";
"Лесопарковая";"Бутовская линия Лёгкого метро";"2021";"II квартал";"405603";"386897";"1139049645";
"Улица Горчакова";"Бутовская линия Лёгкого метро";"2021";"II квартал";"715714";"709550";"1139049646";
"Улица Скобелевская";"Бутовская линия Лёгкого метро";"2021";"II квартал";"1426718";"1385807";"1139049647";
"Шоссе Энтузиастов";"Калининская линия";"2021";"II квартал";"1678296";"1811184";"1139049649";
"Китай-город";"Калужско-Рижская линия";"2021";"II квартал";"4599802";"4721453";"1139049650";
"Ленинский проспект";"Калужско-Рижская линия";"2021";"II квартал";"2985765";"3430008";"1139049651";
"Октябрьская";"Калужско-Рижская линия";"2021";"II квартал";"1029860";"1083877";"1139049652";
"Краснопресненская";"Кольцевая линия";"2021";"II квартал";"1632203";"1660214";"1139049657";
"Курская";"Кольцевая линия";"2021";"II квартал";"3838347";"3472638";"1139049658";
"Проспект Мира";"Кольцевая линия";"2021";"II квартал";"2064078";"2136455";"1139049662";
"Крестьянская застава";"Люблинско-Дмитровская линия";"2021";"II квартал";"572449";"601333";"1139049664";
"Петровско-Разумовская";"Люблинско-Дмитровская линия";"2021";"II квартал";"1927732";"1913912";"1139049665";
"Сретенский бульвар";"Люблинско-Дмитровская линия";"2021";"II квартал";"734193";"774742";"1139049666";
"Новослободская";"Кольцевая линия";"2021";"II квартал";"0";"0";"1139049667";
"Добрынинская";"Кольцевая линия";"2021";"II квартал";"1626734";"1689539";"1139049668";
"Медведково";"Калужско-Рижская линия";"2021";"II квартал";"4089074";"3975142";"1139049669";
"Бабушкинская";"Калужско-Рижская линия";"2021";"II квартал";"3817866";"3817005";"1139049670";
"Свиблово";"Калужско-Рижская линия";"2021";"II квартал";"1928256";"1946306";"1139049671";
"Ботанический сад";"Калужско-Рижская линия";"2021";"II квартал";"1365089";"1552209";"1139049672";
"ВДНХ";"Калужско-Рижская линия";"2021";"II квартал";"5529818";"5303556";"1139049673";
"Алексеевская";"Калужско-Рижская линия";"2021";"II квартал";"2596264";"2671422";"1139049674";
"Рижская";"Калужско-Рижская линия";"2021";"II квартал";"0";"0";"1139049675";
"Сухаревская";"Калужско-Рижская линия";"2021";"II квартал";"1583637";"1659698";"1139049676";
"Тургеневская";"Калужско-Рижская линия";"2021";"II квартал";"1423046";"1491326";"1139049677";
"Шаболовская";"Калужско-Рижская линия";"2021";"II квартал";"2009040";"2111527";"1139049678";
"Академическая";"Калужско-Рижская линия";"2021";"II квартал";"2669379";"2676127";"1139049679";
"Профсоюзная";"Калужско-Рижская линия";"2021";"II квартал";"2604323";"2673503";"1139049680";
"Новые Черёмушки";"Калужско-Рижская линия";"2021";"II квартал";"3106411";"3160892";"1139049681";
"Калужская";"Калужско-Рижская линия";"2021";"II квартал";"3044765";"3141925";"1139049682";
"Беляево";"Калужско-Рижская линия";"2021";"II квартал";"2758911";"2795993";"1139049683";
"Коньково";"Калужско-Рижская линия";"2021";"II квартал";"2074779";"2066561";"1139049684";
"Тёплый стан";"Калужско-Рижская линия";"2021";"II квартал";"4651899";"4591088";"1139049685";
"Ясенево";"Калужско-Рижская линия";"2021";"II квартал";"2282077";"2254808";"1139049686";
"Новоясеневская";"Калужско-Рижская линия";"2021";"II квартал";"510585";"501925";"1139049687";
"Планерная";"Таганско-Краснопресненская линия";"2021";"II квартал";"3417950";"3286803";"1139049688";
"Сходненская";"Таганско-Краснопресненская линия";"2021";"II квартал";"3987004";"3936678";"1139049689";
"Тушинская";"Таганско-Краснопресненская линия";"2021";"II квартал";"4037799";"3907369";"1139049690";
